,IdentityCard_Num,Avg_environmental_importance,Avg_government_satisfaction,Avg_education_importance,Avg_monthly_expense_on_pets_or_plants,Avg_Residancy_Altitude,Yearly_ExpensesK,Weighted_education_rank,Number_of_valued_Kneset_members,Most_Important_Issue_Education,Most_Important_Issue_Financial,Most_Important_Issue_Social,Most_Important_Issue_Healthcare,Most_Important_Issue_Other,Most_Important_Issue_Environment,Most_Important_Issue_Military,Most_Important_Issue_Foreign_Affairs
7017,7018,0.11311412334107258,-0.3248548779668953,-0.20334890946758763,1.0669884813722723,-1.3272032735497516,0.6805257893984855,-0.7902569821031054,0.42123153598630253,0,0,0,1,0,0,0,0
7018,7019,1.4863506894176526,1.363022820369232,-0.18571321157803325,-0.7389523600441381,-1.1215355297107938,0.5227889698528361,0.09431377322145947,-0.30154048869849964,0,0,0,1,0,0,0,0
7019,7020,1.045847083880288,-0.7011803984711247,0.6575105945767517,-1.1784046686294714,0.9832055662063676,0.05157879697099599,-0.13805458601181608,1.1440035606711048,1,0,0,0,0,0,0,0
7020,7021,-0.15590952156803417,0.09428301517892494,-0.25974047559620206,-0.21703532340880305,0.38743976475982106,-0.6345192170310043,-0.8264223749944851,0.05984552364390145,0,0,0,1,0,0,0,0
7021,7022,0.941408476034114,-0.6768171979510461,0.835533299485752,1.2904370102225349,0.9001187783873683,0.11530218602657527,-0.11395576279006506,1.1440035606711048,1,0,0,0,0,0,0,0
7022,7023,-0.7721514360397584,0.2844184698414441,1.069012777120349,0.2590574090471338,-0.8897867313995043,0.3450492927561082,0.1412723604717023,-0.6629265010409007,0,1,0,0,0,0,0,0
7023,7024,-0.33432343259042924,0.27727858418047735,0.13518427560164137,-0.37969505163543765,0.6098739007595637,-0.8051150164309187,-0.7152735315036536,-0.30154048869849964,0,0,1,0,0,0,0,0
7024,7025,1.4095456756069893,0.4817481854385399,-0.13202787340872466,0.3104498921997395,0.23169861091075541,0.05643663380482922,-0.40326794812116007,-1.0243125133833018,0,0,0,0,0,0,1,0
7025,7026,-0.29923601149547807,-0.9586765015908718,0.2860746891001791,1.0873019907913315,-0.09319681051600444,0.3056150878696955,-0.013565732951127623,-1.747084538068104,0,0,0,0,0,0,1,0
7026,7027,1.7446339858492717,1.4738950193800833,0.18825122801274755,1.1378854631792636,-1.1379293353791164,0.5353621945992284,0.3775997320936872,-0.6629265010409007,0,0,1,0,0,0,0,0
7027,7028,1.3098989456032804,-0.9532668294188129,0.5290328138979011,1.6217493077537228,0.428424278930628,0.47706815259322743,0.16416636086948685,1.5053895730135058,1,0,0,0,0,0,0,0
7028,7029,0.4820806730933809,-0.26255581182402804,-0.634589578452151,0.3826688670601357,1.3278480717336067,-0.7842548935562224,-0.654193973612909,-0.30154048869849964,0,0,0,0,1,0,0,0
7029,7030,0.06929455007524245,-0.21527254147841768,0.12136677351329896,-0.9934157349271183,-1.5447937851474898,0.8474067723960568,-0.8899682190754868,1.1440035606711048,1,0,0,0,0,0,0,0
7030,7031,0.47621214184852406,0.1433815141588523,-0.30439893422226005,0.5783481800660984,-0.9915028438415975,0.42306043720531505,-1.1625845019054986,-0.30154048869849964,0,0,0,0,0,1,0,0
7031,7032,1.09424232764881,-0.9390390564218045,-0.6755630777021333,-1.1784046686294714,-0.23552485063644257,0.9862837548221175,0.09944907439162637,-0.6629265010409007,0,1,0,0,0,0,0,0
7032,7033,-1.0904569928090357,0.41444151545369434,1.1033141193827076,-0.9730664102247686,0.5238064210008694,-0.7391055865123588,0.44784539670750084,-0.30154048869849964,0,0,1,0,0,0,0,0
7033,7034,0.9370398934136033,-0.8057606715431963,-0.064012731745177,-0.8881093679711537,0.2808800279157235,0.018716959565652225,-0.2637983154341052,-0.6629265010409007,0,0,0,0,0,0,1,0
7034,7035,0.4275892597202286,0.10812979404267004,-0.26272664215731667,-0.16229333321711575,-0.2269553613098191,-0.16330904414916425,-1.1895488546655884,-1.0243125133833018,0,0,0,1,0,0,0,0
7035,7036,0.2903966809616427,-0.0990515834642273,0.3027138987369973,-0.705430743149375,-1.0470182312184177,0.4656379482783257,-1.0277025275449847,1.1440035606711048,1,0,0,0,0,0,0,0
7036,7037,-0.07883602322264119,-0.29224226931196695,0.7411553482773583,-0.5661062665767767,-1.3491858766050024,0.697385340762966,-0.4505814037159851,-0.30154048869849964,0,0,1,0,0,0,0,0
7037,7038,0.33400626567836267,0.021327090614517333,0.32566341129031784,-0.728609140406572,-0.6878448524851652,0.7616802400342908,-1.1135096065964194,0.05984552364390145,0,0,0,0,0,0,0,1
7038,7039,-0.7418061795426525,-0.5612223974193644,-0.6977659286278132,0.00560881591434383,-0.520553517369781,0.061865980854407754,0.16603320129267904,-0.30154048869849964,1,0,0,0,0,0,0,0
7039,7040,-0.5021018946149014,1.4428789414302097,-1.0382232653220924,1.5554777188805504,1.3062380551708177,-0.1961708815545078,0.34632282031160216,0.7826175483287037,0,0,1,0,0,0,0,0
7040,7041,1.7323918125841091,1.472968931618402,0.19802634357307314,0.2343939894913541,-1.216917671781035,0.5959422774682097,0.36752921802034955,-1.0243125133833018,0,0,0,1,0,0,0,0
7041,7042,-1.9110960811792457,-0.7264100102920443,-0.5524846216025765,1.0627286334516923,0.08229142743354118,0.7425346478068295,1.2816725689260677,0.42123153598630253,0,0,0,1,0,0,0,0
7042,7043,-2.1945369988390238,1.0622421813730651,0.7965145657792759,1.6012444766077836,0.05993623788582851,0.759679954279183,1.535443378611866,1.5053895730135058,0,0,0,1,0,0,0,0
7043,7044,-0.5832831129222275,0.3545395525392432,1.1295050222896315,0.1631739239253243,0.8509373613824,-0.9899985712244607,0.03119562823280298,1.1440035606711048,1,0,0,0,0,0,0,0
7044,7045,0.4519465062026652,0.19747153013162658,-0.1519870285754817,-0.8437667486375582,0.43364048982509407,-0.669952850407201,-1.3279925731861142,-1.0243125133833018,0,0,1,0,0,0,0,0
7045,7046,1.9394837939760732,3.4792390663604107,2.9600951464194374,-0.8343439241189315,1.6624307419643758,0.10215745106443785,3.2026245024242983,1.5053895730135058,1,0,0,0,0,0,0,0
7046,7047,0.778762633495209,0.12953357125909026,0.19124493534297474,0.5873026854909777,0.7089819077544235,-0.3096156593799113,-1.0602523172330718,0.05984552364390145,0,0,0,0,0,0,0,1
7047,7048,1.5854148584466217,2.806352173419083,2.1067595227010507,-0.8396341830006371,3.0313135152693222,-0.9477068152593228,2.0439734335874324,1.5053895730135058,0,0,0,1,0,0,0,0
7048,7049,-0.5484596142409058,-0.519598957016997,0.0472092012791013,-0.6479580206980272,-1.4706490731475754,0.7905415059294185,-0.1962426061651209,0.05984552364390145,0,0,0,1,0,0,0,0
7049,7050,-0.7531844402987006,-0.9077583879403651,0.3329667626062238,0.9517005741087656,0.018579137222559893,-0.35162166023717667,0.2639293034856696,-1.0243125133833018,0,1,0,0,0,0,0,0
7050,7051,0.9304345616690344,-0.1018941041098645,0.5517953447433931,-0.2998289074107487,-0.58575615355061,0.6833833404772109,-0.6480174257265588,-0.30154048869849964,0,0,0,0,1,0,0,0
7051,7052,-0.3563221958356985,0.06178179255165778,0.6990687362925783,-0.7463550316768952,-1.021309763238548,0.4459208458351194,-0.42620552795163297,1.1440035606711048,1,0,0,0,0,0,0,0
7052,7053,0.48546355705908506,0.20017409570430933,-0.022059470027990063,0.8654553222910762,-1.7199094366045733,0.9817116730961568,-1.3990022406437057,-0.30154048869849964,0,0,0,0,0,1,0,0
7053,7054,-0.6350404551351295,-0.5601451258174043,-0.663021424847232,0.452074680862521,-1.5533632744741128,0.8539791398771253,0.06438758988066899,-1.0243125133833018,0,0,0,1,0,0,0,0
7054,7055,1.4339269426019698,-1.6565347292699373,-2.1539728501570177,2.2766846854508738,0.8840975592115075,0.12758965566509506,1.655936740737515,0.42123153598630253,0,0,0,0,0,1,0,0
7055,7056,-0.5324532437087083,-0.39846741531194346,-0.7740787475001516,-0.8509452287799248,0.8412501125783911,-0.9825689384197742,-0.04490889374889563,-1.0243125133833018,0,0,0,1,0,0,0,0
7056,7057,-0.06837444079847405,-0.5840276296253549,0.7022576601506346,0.010142776043291534,0.428051692438166,-0.6656665237891128,-0.28782309474663786,0.42123153598630253,0,0,0,1,0,0,0,0
7057,7058,3.2086434785300977,2.676473303635798,2.6080980442308825,1.572851946081948,0.4455632575838746,0.46392341763109,3.200009507104525,1.5053895730135058,1,0,0,0,0,0,0,0
7058,7059,-0.062209857917708056,1.2213575193309114,0.36866414068869147,3.692475193467206,0.42618875997585665,0.47878268324046314,-0.40158963115589325,1.866775585355907,1,0,0,0,0,0,0,0
7059,7060,1.6253751021393805,1.2840753522542352,-0.08092896794549975,-0.5313597467807413,-0.010110022697004869,-0.3296185169309902,0.14980947458288868,-0.6629265010409007,0,0,0,0,0,1,0,0
7060,7061,-0.37621267242114087,-0.2607606239026176,-0.17462754747400092,-0.0183441402831354,-1.6692376736297576,0.9428489784254892,-0.486914608597515,0.05984552364390145,0,0,1,0,0,0,0,0
7061,7062,-0.7030832060579726,-0.39813760274905335,-0.6862330447806986,-1.0031603022429203,-1.080551015539987,0.49135590798685547,0.047989793252756034,-1.3856985257257028,0,0,1,0,0,0,0,0
7062,7063,0.5514419768923882,0.24723787130263214,-0.0358291983879775,-0.7604875010875891,0.38893011072966877,-0.6356622374624947,-1.3591282783660434,-1.0243125133833018,0,0,1,0,0,0,0,0
7063,7064,-0.6106577049125232,1.1292829996801406,0.880204952840678,0.08486958148001929,-0.27166574040524494,0.44249178454064886,0.119748618259464,-1.0243125133833018,0,0,0,0,0,0,1,0
7064,7065,0.3481397742574643,-1.237127668551483,0.29264103599232577,0.44553110885180974,-0.5406731879627226,0.6488069724246319,0.0570324438100585,-0.30154048869849964,0,0,0,0,0,0,1,0
7065,7066,0.6206172767702908,0.1920463833547941,-0.10928953343851601,-0.7316898841328608,0.20636272942334735,-0.4956422346049436,-1.2454291156859072,-1.0243125133833018,0,0,1,0,0,0,0,0
7066,7067,-0.6144006047054725,-0.5188027666712146,-0.6232562507297076,-0.6973767764738131,0.3024900444785128,-0.5693670524360623,0.00753362947394154,-1.3856985257257028,0,1,0,0,0,0,0,0
7067,7068,0.5717626929562192,0.2265169909287392,0.132630705849372,-0.2313940657357732,-1.2027593850674836,0.5850835833690526,-1.3111857119869839,-0.30154048869849964,0,0,0,0,0,1,0,0
7068,7069,-0.9288106064592357,0.45643476881242345,0.8663121543163322,-0.5640517217432464,-0.5987966807867758,0.12187455350764398,0.1728357772664235,0.05984552364390145,0,0,0,1,0,0,0,0
7069,7070,-0.14764189834708993,-2.7294499358261386,-0.34480876971326585,3.060679747039202,1.8163089633511318,-0.5873696242320332,1.642422708043942,0.7826175483287037,0,0,0,1,0,0,0,0
7070,7071,0.2536696390461072,0.9652093068936541,0.004257215210464079,0.26091870038511206,-0.8368794494699172,-0.2710387198171167,-0.8306717077876187,-0.6629265010409007,0,0,0,0,0,0,0,1
7071,7072,-1.3170575107018245,1.740992463287538,-1.1563360770950382,1.4798741291430755,0.7305919243172129,0.24532076010858717,1.1525451261117818,0.7826175483287037,1,0,0,0,0,0,0,0
7072,7073,0.15993490244512734,-0.3023108676622738,0.25824669802605854,0.09307737078245995,0.4600941307898878,-0.6902414630661524,-0.8274209827796357,1.5053895730135058,0,0,0,1,0,0,0,0
7073,7074,0.5866662227453834,-0.08179617722542114,-2.9259140164676305,2.1614466129320515,1.2689794059246298,-0.1675953707672524,1.4971544081177068,0.42123153598630253,0,0,0,1,0,0,0,0
7074,7075,2.670168039507913,3.1796192220875454,2.67929629796569,-0.22554488243108964,2.011544285401157,-0.1655950850121446,3.1847624554440173,0.7826175483287037,1,0,0,0,0,0,0,0
7075,7076,-0.9836967790706008,-0.4083788552945699,-0.606389792143716,0.12885071198158007,-0.7564007670981512,0.24274896413773384,0.27037155594160106,-1.3856985257257028,0,0,1,0,0,0,0,0
7076,7077,0.08086292891482758,-0.34406167096897045,0.3089413825596828,-0.8071268795715814,-0.18820636609378386,-0.1930275753679096,-0.7372299862027293,0.42123153598630253,0,1,0,0,0,0,0,0
7077,7078,-2.4892894073111926,-1.5771552552333534,0.09777284473587962,2.090228314594824,0.9683021065078924,0.06300900128589793,2.184441506654299,-0.6629265010409007,0,1,0,0,0,0,0,0
7078,7079,-0.812626346560788,0.7088422357486793,-0.6306510951584564,4.0429373650475275,0.8922944620456689,0.1213030432918989,0.01835795858977139,0.42123153598630253,0,0,0,0,0,1,0,0
7079,7080,0.3125846298905031,-1.1651918897176106,-0.7816453931331839,-0.48471902968842234,0.8084625012417457,-0.38591227318188315,0.17059374852210274,-1.747084538068104,0,0,0,0,0,0,1,0
7080,7081,1.593996120316195,1.3206049916260107,-0.1382016617547937,-0.7889887177768775,-0.791051310897106,0.26932418916988166,0.15014969364205344,-1.0243125133833018,0,1,0,0,0,0,0,0
7081,7082,0.7395520166326677,2.8749258355125824,-1.1799949174184192,3.4428864945424578,0.06738796773506629,0.7539648521217317,1.3995171317165993,-0.6629265010409007,0,1,0,0,0,0,0,0
7082,7083,3.0743108646610544,-1.5915855769284515,0.41908028313110296,2.6848287780474336,1.4317997031304712,-0.2924703529075583,2.00530144033404,-0.6629265010409007,0,1,0,0,0,0,0,0
7083,7084,-0.6958097167508772,-0.7113887898297031,-0.7157271616105403,-0.6630228461755356,0.24622948411676862,-0.5262180311473068,0.22241018499976942,0.05984552364390145,1,0,0,0,0,0,0,0
7084,7085,-0.8740186056444047,0.2872797179615637,1.149939579029072,0.2743826981612334,0.673586190970545,-0.8539791398771253,0.28035021720927683,0.7826175483287037,0,0,0,1,0,0,0,0
7085,7086,-0.11087633378052,0.19067469488845262,0.07337046698410392,-0.35703057067473704,-0.32457302233483204,0.7239605657951138,-0.9575536228882517,-1.3856985257257028,0,0,0,0,0,0,0,1
7086,7087,-0.10140709223938674,-0.2272185318450298,-0.29501182027557077,0.51556224684032,0.018579137222559893,-0.35162166023717667,-0.7004211478187403,0.7826175483287037,0,0,1,0,0,0,0,0
7087,7088,-0.19761192555440407,-0.6371731146182739,0.18791160232818951,-0.7275287988287727,-0.2884321325660295,-0.1161594513501929,-0.36281804886107905,-0.30154048869849964,0,1,0,0,0,0,0,0
7088,7089,-0.6360602237677162,0.14713069023893982,0.9528378084684065,0.43524076050518207,0.4049513299055297,-0.6479497071010145,-0.04211854265344659,1.866775585355907,1,0,0,0,0,0,0,0
7089,7090,1.604976534567497,1.5094784003682788,-0.0797653900138035,-0.9217677056604131,-0.34282976046546415,-0.07443920560080008,0.28142439268768726,-0.30154048869849964,0,0,0,1,0,0,0,0
7090,7091,1.6337873346710978,1.3287104200816107,0.10322975484029345,0.631806215194952,0.8557809857844048,-0.9937133876268038,0.1837402421322558,-0.30154048869849964,1,0,0,0,0,0,0,0
7091,7092,-0.9465593149135151,0.3571778350267816,0.8482460271524415,-0.6457873347366757,-0.3532621822543968,-0.06643806258036866,0.17375705301148114,0.42123153598630253,0,0,1,0,0,0,0,0
7092,7093,-0.7733694679482328,-0.4765036130077069,-0.7306858405398317,-0.43899001091421824,-1.4423324997204725,0.7688241177311044,0.164468891318525,-0.30154048869849964,1,0,0,0,0,0,0,0
7093,7094,-0.6904000315410791,0.3387120937207722,0.8864914400445382,-0.09777845560848525,-1.627880572966489,0.9111301614516361,-0.0432936806879589,-0.6629265010409007,0,1,0,0,0,0,0,0
7094,7095,-0.6969382747470892,0.5055118244481989,1.2903336888830663,-0.3937843486778889,-0.7694412943343168,0.2527503929132733,0.24816756937941883,1.1440035606711048,1,0,0,0,0,0,0,0
7095,7096,1.4148006033582938,0.869521649672577,-0.9362073021967576,-1.1784046686294714,0.16947666666962113,0.6756679525646523,0.055624855551806046,1.1440035606711048,1,0,0,0,0,0,0,0
7096,7097,-0.5277755995125584,-0.48403069499163165,-0.4810020016999474,-0.5966572226632183,-0.35922356613378675,-0.061865980854407754,-0.13957183465402193,-1.3856985257257028,0,0,1,0,0,0,0,0
7097,7098,-0.9008699316746572,-0.8452928511416816,-0.5548232251012198,0.09641654648982317,-0.8927674233391992,0.3473353336190885,0.4063196670288159,-1.3856985257257028,0,0,1,0,0,0,0,0
7098,7099,0.4182353385288767,2.4051036623293065,2.9959956078022474,0.4656367574144238,1.704533015612568,0.0698671238748394,2.1849150601124516,-0.6629265010409007,0,1,0,0,0,0,0,0
7099,7100,-0.9730645249928284,0.6940806441947704,-0.5652991121360295,-1.1784046686294714,0.3211193691016067,0.5593656236605229,0.14459073173678896,1.5053895730135058,1,0,0,0,0,0,0,0
7100,7101,-2.1953845182140417,-1.584621706375526,-1.7888849113389198,3.9771900616668137,1.8967876457228983,-0.6490927275325047,2.3766150996157496,1.1440035606711048,0,0,0,0,0,1,0,0
7101,7102,1.5494888515523313,1.1896045583487629,-0.06262122569055838,-0.7958132984800288,-0.0015405333703817398,-0.3361908844120589,0.024105332569093,-1.747084538068104,0,1,0,0,0,0,0,0
7102,7103,-0.6233950848202845,0.8997788661753248,1.1458236961989032,0.06853794312828289,0.46531034168435387,-0.12273181883126161,0.18803988616179565,-0.30154048869849964,0,0,0,0,0,0,1,0
7103,7104,-0.03398138434318848,-0.3175428056544665,0.4930757695797919,-1.0148746489477813,0.7522019408800018,-0.914273467638234,-0.6119280190417888,1.5053895730135058,0,0,0,0,0,1,0,0
7104,7105,0.35672784701259996,-0.5995664197307822,-1.6459156624680447,-0.4036604109687114,1.4668228334218885,-0.8908415487926846,0.39366211103213283,-1.0243125133833018,0,0,0,0,1,0,0,0
7105,7106,3.1245656877204446,3.3351656873563083,3.2414180000598596,-0.5885044868643291,0.9556341657641885,0.6442348906986712,3.8890633851243686,1.1440035606711048,0,0,0,0,0,1,0,0
7106,7107,-0.7544966757017184,0.26926105202020656,1.182768871698472,0.8009795050768319,0.13892457428774702,-0.44392056008001135,0.20302153247328997,0.05984552364390145,0,0,0,1,0,0,0,0
7107,7108,0.07501324423002191,-0.32247906437842655,0.43522874510266485,-0.10071385449141047,-1.5023189250068354,0.8148306900985856,-0.6958720975135447,0.42123153598630253,0,0,1,0,0,0,0,0
7108,7109,-0.6551927483098199,0.33019902113825994,1.1245053364810431,1.108974157204552,-1.4035835045044371,0.739105586512359,0.0828953818702183,1.1440035606711048,1,0,0,0,0,0,0,0
7109,7110,-0.9695714174780763,-0.5907569121927159,-0.8597247688006265,-0.27855771503723376,-1.0567054800224265,0.47306758108301183,0.44299033471308313,0.05984552364390145,1,0,0,0,0,0,0,0
7110,7111,-0.9146085512331279,0.2189553936691272,1.0679877267007127,-0.8128107875961097,-1.0570780665148884,0.4733533361908844,0.26629358821810123,1.1440035606711048,0,0,1,0,0,0,0,0
7111,7112,0.146527939162478,-0.2476686587276047,-0.3110862995272104,0.3041589598406179,-0.3625768445659438,-0.05929418488355487,-0.8272826281976705,0.05984552364390145,1,0,0,0,0,0,0,0
7112,7113,0.5100523234122986,-0.6607121525569031,1.327386336836717,-0.7170227977595461,-0.5246519687868617,0.6365195027861121,0.11756539294764476,0.05984552364390145,0,0,0,0,1,0,0,0
7113,7114,-0.5740527272478584,-0.38940538012826154,-0.46449564362314105,0.8714631906976573,0.13482612287066628,-0.4407772538934134,-0.15934727326450765,0.05984552364390145,1,0,0,0,0,0,0,0
7114,7115,1.1247147338340842,2.964394448311817,2.9266525055205572,-0.1961126939003832,2.266393446245083,-0.36105157879697103,2.569811213622026,1.1440035606711048,0,0,0,1,0,0,0,0
7115,7116,3.3243171690165894,3.4172500781897046,3.103226858825791,2.123686098742222,-0.0723319669381388,0.8611230175739393,3.9800075772121946,2.228161597698308,1,0,0,0,0,0,0,0
7116,7117,1.2706247066486787,-1.236879706370886,1.0290813600271391,-0.007813085405688324,-0.48254969513866924,0.6042291755965139,0.5659824456266602,-0.6629265010409007,0,0,0,0,1,0,0,0
7117,7118,0.32491513474342587,0.6664081182185853,-0.24713264405117266,0.9854412996863784,-0.09655008894816115,0.3081868838405488,-1.0603280914807942,-1.3856985257257028,0,0,0,0,0,0,0,1
7118,7119,0.39457263072612137,0.17552974575798763,-0.3632085788211601,-0.33266289024838896,-0.47845124372158837,0.029575653664809298,-1.126673061860635,-0.6629265010409007,0,0,0,1,0,0,0,0
7119,7120,-0.35232834648815836,0.20873858137816992,0.21716531881774456,-0.9148183690562746,-0.4613122650683421,0.01643091870267188,-0.6758812846830926,0.42123153598630253,0,0,0,1,0,0,0,0
7120,7121,0.57079638511031,-0.3196480329612104,-0.26534343069583094,-1.0502937484758332,0.2197758431519749,-0.5059294184883554,-0.8199314589925034,0.05984552364390145,0,0,0,0,0,1,0,0
7121,7122,-0.6593140768852142,-0.43005314033282793,-0.6403060500053986,-0.3714406581628608,0.739534000136298,-0.9045577939705672,0.005397122115400071,-1.747084538068104,0,1,0,0,0,0,0,0
7122,7123,0.9263326496197894,0.2370465694076336,0.6801823509399121,0.862229375902699,0.08788022482046959,0.16673810544363477,-0.6528389802898965,0.05984552364390145,0,0,0,0,1,0,0,0
7123,7124,1.739437934459703,1.4989599143165784,0.26615283609622675,-0.7880769469144703,-0.49596280886729693,0.04300614373481926,0.39812114471779897,-1.3856985257257028,0,0,1,0,0,0,0,0
7124,7125,0.4598110820529651,-0.1523679174318588,-0.14389644373265043,-0.4830024420628574,-0.3577332201639392,0.5085012144592085,-1.045890579816527,-1.0243125133833018,0,0,0,0,0,0,0,1
7125,7126,-2.585067643063736,1.4065151939118115,-2.6179277907611156,3.30056361173856,1.2212883348895087,-0.13101871695956557,1.4264039274280012,0.7826175483287037,0,0,1,0,0,0,0,0
7126,7127,-0.13534690603042848,-2.255525735990702,0.5923182257942186,3.775345420375633,1.426956078728467,-0.288755536505215,1.2046241187522968,0.42123153598630253,0,0,0,0,0,1,0,0
7127,7128,0.7284624667319354,1.4767492369799073,-1.8148858183002328,2.886270945957904,2.1181040222452547,-0.8188312616088012,0.7199884995778086,0.7826175483287037,0,1,0,0,0,0,0,0
7128,7129,-1.0617805551860058,0.4006611200848346,1.194474904748054,-1.0731771804324577,0.7946768010206561,-0.9468495499357051,0.47457579365031066,1.5053895730135058,0,0,0,0,0,1,0,0
7129,7130,-0.7186869735897381,0.17642248163688498,0.06641437720619388,-1.1508893386272596,-0.2168955260133486,-0.17102443206172313,-0.2932742766121832,0.42123153598630253,1,0,0,0,0,0,0,0
7130,7131,-0.13174623879559802,-0.09430996571080823,-0.20394160369993558,-0.3198529692564221,-1.359990884886397,0.7056722388912702,-0.7886998395819997,1.5053895730135058,1,0,0,0,0,0,0,0
7131,7132,-0.009081710752863435,0.04503317158026375,-0.428363101455056,0.02986548765233653,-0.32494560882729373,-0.08815545077868259,-0.8422401800035509,0.05984552364390145,0,0,0,1,0,0,0,0
7132,7133,2.131429983073176,2.4374043935795986,2.5768784528557807,-0.7930069713989375,1.5189849423665513,0.21217316759537086,2.363183704525216,0.42123153598630253,0,1,0,0,0,0,0,0
7133,7134,-0.6944303048921792,0.3405145211744715,1.1414555371903186,-0.9923186040527004,-1.1062594835198567,0.5110730104300614,0.12638007368082313,0.7826175483287037,1,0,0,0,0,0,0,0
7134,7135,-1.1148767088917457,0.6325788076696209,0.6536368947562542,1.0886910014803577,2.232860661923514,-0.9068438348335477,0.289088816828881,0.05984552364390145,0,1,0,0,0,0,0,0
7135,7136,1.4590873472742283,1.192645651962846,-0.2321017838294748,0.8205050900311716,0.09794006011694041,-0.4124874982140305,-0.033302523995698954,-1.0243125133833018,0,0,0,1,0,0,0,0
7136,7137,-0.35744884178404074,-0.12468817636170998,0.6365187492559268,-0.37836383825784603,0.3948914946090588,-0.6402343191884554,-0.4057294630614997,0.05984552364390145,0,0,1,0,0,0,0,0
7137,7138,-0.6341514880406625,-0.4426968236616587,-0.6097964506969671,-0.29214663297732524,-1.1073772429972422,0.511930275753679,-0.022668171600688142,-0.30154048869849964,1,0,0,0,0,0,0,0
7138,7139,0.5502677797429188,0.19070071012876072,-0.09607333297783775,0.2600849020386964,-0.623014802796798,0.14044863551935993,-1.3108800718189835,-0.30154048869849964,1,0,0,0,0,0,0,0
7139,7140,1.7449243557664555,1.1694293690560296,-0.02606919606065406,0.21260319308577605,0.39936253251860154,-0.6436633804829262,0.19041155122886969,-0.6629265010409007,0,0,0,0,0,1,0,0
7140,7141,1.8145627240935431,1.4003292762829176,0.18398366433890903,-0.8692988611058372,-0.38865789903827536,-0.03929132733247598,0.3920364634777096,0.05984552364390145,0,0,0,0,0,1,0,0
7141,7142,3.0999697570189557,3.213875412940939,3.24302202216795,-0.8250008607345899,0.6937058615634869,0.8451207315330764,3.8045467955479824,1.5053895730135058,0,0,0,0,0,1,0,0
7142,7143,0.7715040374680818,-0.3227397492797544,0.8195721031813279,-0.41537690811344646,-0.8778639636407242,0.907415345049293,-0.43168149503458947,-0.30154048869849964,0,0,0,0,1,0,0,0
7143,7144,-0.8358047895150585,0.4472148768394511,0.8395844260096739,-0.7280075042854526,-0.09655008894816115,-0.2633233319045578,0.0704391597944397,1.5053895730135058,0,0,0,1,0,0,0,0
7144,7145,-0.8198887624971251,-0.6068851141862309,0.41153943057657033,-0.726977697075585,0.4112853002773814,-0.6528075439348477,0.1449253479896675,-1.0243125133833018,0,1,0,0,0,0,0,0
7145,7146,0.34820992673760504,0.17006823282388828,-0.20097610730675605,-0.7380428768881429,-0.11666975954110279,-0.24789255607943983,-1.2699382480123556,-0.6629265010409007,0,0,0,0,0,1,0,0
7146,7147,-0.7228560501331498,-2.0565404801367433,1.512619030603888,3.077170224857121,1.353183953221015,-0.23217602514644953,1.5694769989477115,-0.6629265010409007,0,1,0,0,0,0,0,0
7147,7148,3.302974986383387,3.5004295053581562,3.2540593025809175,-0.2506455350206624,2.316320036234975,-0.3993427632518931,4.104612227314798,1.5053895730135058,0,0,0,1,0,0,0,0
7148,7149,1.5079563459077443,-0.836078825652989,0.724524116668181,2.0080676006314033,1.0718811514122952,-0.01643091870267188,0.28768526343477235,0.05984552364390145,0,0,1,0,0,0,0,0
7149,7150,-0.0483671534587167,-0.44310731806902875,0.7148173525071485,-0.2941088744052537,0.4958624340662283,-0.7176739534219174,-0.38947710542500685,0.42123153598630253,0,0,0,1,0,0,0,0
7150,7151,-0.7320659254009951,-1.0247181300312864,0.26722614730882166,-0.8828153299332996,-1.204622317529793,0.5865123589084154,0.32208679918651545,-0.6629265010409007,0,0,0,1,0,0,0,0
7151,7152,0.31942041932348525,0.12068605247860272,0.10348023735318,-0.5973923980132164,-1.7191642636196496,-0.2710387198171167,-1.3200730619283627,0.05984552364390145,0,0,0,0,0,1,0,0
7152,7153,-0.25399541884568533,0.42808852837285466,1.703414842372719,-0.7653659096157958,-0.7560281806056891,0.8139734247749679,0.32759182493659034,0.42123153598630253,0,0,0,0,1,0,0,0
7153,7154,0.5724143274826156,-0.11295824201278133,-0.2431187769991356,-1.0739788388192515,-0.2686850484655501,-0.13130447206743812,-1.0072529291095942,-1.3856985257257028,0,0,1,0,0,0,0,0
7154,7155,1.2929999483516812,0.08373220879900971,1.3864862590023843,1.9871250989708238,1.737693213441675,-0.5270752964709244,0.17594092619514848,0.7826175483287037,0,0,0,1,0,0,0,0
7155,7156,-0.8522443934923762,0.04175212126643447,0.8923740394373508,-0.046479979614028236,-0.9233195157210735,0.37076725246463793,0.12697863872443932,1.5053895730135058,0,0,0,1,0,0,0,0
7156,7157,-0.09514444648187405,-0.6774643524567137,-0.04050366281698258,0.4832434226201833,-1.4676683812078803,0.7882554650664382,-0.39782308811397293,1.5053895730135058,1,0,0,0,0,0,0,0
7157,7158,-0.4306534150305482,0.3345407475018847,-0.007884163684567836,-0.7374368698349628,0.32074678260914474,-0.011858836976710974,-0.6160032186454906,-1.3856985257257028,0,0,0,0,0,0,1,0
7158,7159,-0.8908922391055383,-0.678208303309887,-0.8083227590892544,-0.6644443806582507,0.029384145503954056,-0.35990855836548086,0.3981081048963215,-1.747084538068104,0,1,0,0,0,0,0,0
