Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Overall_happiness_score,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_government_satisfaction,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Avg_education_importance,Num_of_kids_born_last_10_years,Financial_agenda_matters
Khakis,6,194.7408608,64403.83021,Education,64.91362028,Yes,992.1466394,No,Female,After_16:00,0.0212172,0.297261065,758.9302287,3.322060809,59.17682615,12.318,,71.32952076,939.5464138,11800.55922,114198.7173,Maybe,984354.954,30.65202137,806.5758648,27.21438757,,100,Below_30,2,1426.730595,13,Foot_or_bicycle,Services_or_Retail,963.848317,0,Yes
Yellows,3,814.5017555,142659.4203,Social,271.5005852,No,525.4479293,No,Female,By_16:00,0.893323592,0.41954539,754.3360959,2.643952607,42.33796175,8.724,5276,88.07224748,317.0881776,5888.655648,49478.25456,No,276095.5264,17.80696992,244.3044338,13.49243845,73994.06833,70,Below_30,2,667.8934039,9,Car,Public_Sector,659.9385022,2,No
Purples,2,878.3139631,110949.6598,Healthcare,292.771321,No,378.9635523,Yes,Male,By_16:00,0.629013491,0.22312934,648.8180759,5.1753929,95.91682961,2.349,7651,86.79730899,347.301305,4484.238133,47364.78099,Maybe,143613.374,18.6360217,207.4619591,24.18192993,86017.81775,80,45_and_up,2,636.0826646,11,Foot_or_bicycle,Student_or_Unemployed,571.2302699,1,No
Blues,9,1530.379097,116930.2606,Social,510.1263655,Yes,229.2182262,,Male,By_16:00,0.03896374,0.092814596,0.047609676,8.063059119,98.2178038,4.85,9150,99.40238108,630.2530703,3552.688402,74956.24165,No,52540.9952,25.10484157,498.1805042,37.47118958,260749.0352,,45_and_up,2,1038.82972,9,Car,Industry_or_other,897.360269,0,Yes
Oranges,3,831.0076183,164880.3145,Other,277.0025394,No,595.2303356,No,Male,After_16:00,0.172622502,0.476177653,852.5936846,1.39685336,71.95360095,4.498,7502,10.57354342,326.7522708,6605.807898,44790.57718,Yes,354299.1524,18.07629029,,80.35410244,77017.40938,50,45_and_up,4,539.0670297,10,Car,Industry_or_other,,0,No
Browns,3,345.347677,,Education,115.1158923,Yes,517.0690091,No,Female,By_16:00,0.193734566,0.704939942,716.6178641,0.574275216,16.38078676,4.365,5635,43.46272969,445.6531763,6061.996443,55111.23783,Maybe,267360.3601,21.1104992,67.46059487,43.87798721,13376.78456,100,Below_30,5,684.7254241,9,Public_or_other,Public_Sector,463.861329,2,No
Greens,9,203.9040437,18916.66473,Financial,67.96801456,Yes,278.3171592,Yes,Male,By_16:00,0.994924571,0.955793581,555.7248518,0.786650402,14.20873373,1.367,8633,77.46113255,546.5570452,3876.285682,63138.82424,Yes,77460.44108,23.37855952,265.4456933,97.52225736,4697.619018,60,30-45,2,838.9258592,12,Car,Student_or_Unemployed,638.3856052,0,Yes
Khakis,4,288.0529306,75641.56925,Education,96.01764354,No,787.7882279,No,Female,After_16:00,0.747902708,0.636903354,587.108342,1.416508891,70.37441283,9.288,6712,80.50505547,741.4077095,9360.697698,95568.6998,Yes,620610.2921,27.22880294,620.6513149,61.7826408,9325.405514,100,Below_30,0,1243.082352,14,Foot_or_bicycle,Student_or_Unemployed,994.0731811,2,No
Purples,9,171.4223728,24858.56035,Environment,57.14079095,Yes,435.0405365,Yes,Female,After_16:00,0.01425224,0.648665184,86.11629484,0.079430011,65.88746591,0.19,9810,13.83292677,405.6405458,5161.686456,50064.82163,Maybe,189260.2684,20.14052,127.4002667,77.15411794,3332.210781,90,45_and_up,1,630.7085632,13,Foot_or_bicycle,Student_or_Unemployed,,0,Yes
Khakis,7,359.2992069,104952.2305,Social,119.7664023,No,876.3077832,No,Female,By_16:00,0.457738896,0.419141755,573.775325,2.437892791,42.37053818,9.399,6601,62.97345541,644.3384492,10051.75473,82606.45253,Yes,767915.3308,25.38382259,451.142113,77.90706903,14473.75752,70,Below_30,3,1018.886345,11,Foot_or_bicycle,Hightech,702.7019253,0,No
Khakis,2,988.1865988,322646.5581,Social,329.3955329,No,979.5110311,No,Male,By_16:00,0.420538646,0.743022998,776.935549,0.518319411,3.40602654,10.914,5086,16.23579611,933.0152207,11661.14075,113676.5664,Yes,,30.54529785,800.8456588,34.05241917,108840.8127,70,30-45,2,1424.266133,12,Motorcycle_or_truck,Services_or_Retail,973.2026616,1,Yes
Purples,8,259.8892342,36516.78315,Financial,86.62974475,Yes,421.5270778,Yes,Male,By_16:00,0.819261673,0.805296105,542.4897114,5.638619626,36.66332008,5.089,4911,13.42898754,487.2947046,5189.860187,59158.08646,Maybe,177685.0773,22.07475265,103.0599668,53.63628343,7601.34242,60,30-45,5,763.5125021,12,Foot_or_bicycle,Public_Sector,565.5891203,0,No
Whites,2,306.1055255,58329.54082,Environment,102.0351752,Yes,571.6611034,No,Female,By_16:00,0.690191919,0.460972262,41.27828567,5.735414985,70.16160632,0.786,9214,38.11186675,434.4530618,6585.517157,55702.75647,No,326796.4171,20.84353765,97.83297404,36.60756962,10523.21215,90,30-45,2,692.2667524,9,Public_or_other,Services_or_Retail,488.1857729,5,No
Oranges,5,263.6734447,31323.85764,Military,87.89114825,Yes,356.3937696,Yes,Female,By_16:00,0.02441243,0.060417752,528.2082919,0.339277743,35.71163253,2.122,9878,68.32436549,383.0919894,4330.121675,48243.20539,Maybe,127016.519,19.57273587,185.1832649,7.782932231,7822.745088,30,Below_30,4,631.229823,9,Car,Services_or_Retail,501.6153113,0,Yes
Blues,9,1393.474977,87067.91649,Financial,464.491659,No,187.4477502,Yes,Female,After_16:00,0.885597779,0.719657897,627.5917443,3.262097517,16.48091481,5.395,,8.832530142,249.0686551,,44145.30858,No,35136.65907,15.78190911,576.5891476,1.05714961,216226.9929,60,45_and_up,2,700.1501389,12,Foot_or_bicycle,Student_or_Unemployed,914.4871486,2,Yes
Khakis,4,138.9971687,45783.03666,Education,46.33238956,Yes,988.143221,No,Male,After_16:00,0.7523419,0.998888755,207.9010217,0.758638675,12.373424,12.002,3998,65.88398665,964.3177633,11810.06774,116744.4001,No,976427.0252,31.0534662,833.8333188,88.8385036,2203.022712,100,30-45,2,1462.364314,14,Car,Industry_or_other,991.3280105,0,No
Purples,5,961.3273905,145304.0462,Education,320.4424635,Yes,453.4481622,Yes,Female,By_16:00,0.031924375,0.104563527,308.6352823,6.18556214,45.23955488,,9559,98.61233486,422.3294351,5379.140492,53525.64686,Maybe,205615.2358,20.55065534,93.44593161,5.022208835,103013.8149,100,30-45,3,686.9776837,15,Foot_or_bicycle,Services_or_Retail,523.0727518,0,No
Violets,2,283.2863891,86040.92548,Environment,94.42879637,Yes,911.172532,No,Male,After_16:00,0.206504659,0.222525524,458.3088036,0.467763459,65.42417607,9.181,6819,87.38251587,945.9113695,11003.54806,112064.8591,Maybe,830235.3831,30.75567215,731.4394087,49.05721073,9021.22638,90,45_and_up,2,1396.829149,14,Motorcycle_or_truck,Services_or_Retail,908.7833265,0,Yes
Greens,8,414.184431,,Healthcare,138.061477,No,301.8184997,Yes,Female,After_16:00,0.768763916,0.462613042,928.4168778,9.038945735,7.227955549,1.454,8546,41.98880009,511.8392774,4041.863551,61897.41783,Maybe,91094.40674,22.62386522,273.2842497,42.92578732,,80,45_and_up,4,834.736355,12,Foot_or_bicycle,Services_or_Retail,687.7983109,0,No
Khakis,8,178.2276325,44819.56364,Social,59.40921083,Yes,754.4211245,No,Male,By_16:00,0.919944241,0.077902152,758.2866224,9.450633568,91.37344398,11.889,4111,0.601450191,737.1774747,9018.566194,93259.50812,Yes,569151.2331,27.15101241,555.4418101,61.67378589,3598.863542,70,45_and_up,4,1205.426862,12,Public_or_other,Hightech,933.0500448,0,Yes
Greys,4,275.5025953,51763.66023,Military,91.83419843,No,563.6643115,No,Female,By_16:00,0.830017949,,100.0530953,8.258775603,84.9231852,2.962,9038,0.78787785,607.5101882,6851.663491,70045.09522,No,317717.456,24.64772177,125.9336626,30.29585201,8535.3542,30,Below_30,0,860.9948802,5,Car,Industry_or_other,515.7385593,1,Yes
Pinks,6,113.0651536,,Social,37.68838454,No,676.4995862,No,Male,By_16:00,0.533490085,,209.4833467,8.093683496,57.75311906,5.685,4315,56.99593951,637.7734109,8040.542684,73794.34584,Maybe,457651.6901,25.25417611,224.1247473,62.07561055,,70,30-45,3,886.689072,8,Motorcycle_or_truck,Hightech,490.0860871,1,No
Purples,1,298.8609957,41655.60144,Social,99.62033191,No,418.1435721,Yes,Male,By_16:00,0.758997692,0.690855995,471.8629902,2.054685126,6.542027998,0.556,9444,50.95043904,426.4824278,5034.400577,51485.7479,Maybe,174844.0469,20.65145098,122.5477924,69.97511797,10033.83086,70,Below_30,,648.6640411,11,Car,Student_or_Unemployed,446.0309978,0,Yes
Greens,8,613.7639619,64071.81189,Financial,204.5879873,Yes,313.1748483,Yes,Male,After_16:00,0.596835159,0.317393411,323.4494452,7.216934978,49.80011196,3.031,6969,17.53645588,534.8972245,4201.542932,62741.17657,No,98078.4856,23.12784522,233.6386696,57.47833336,42070.83254,60,Below_30,2,830.6690343,9,Public_or_other,Student_or_Unemployed,635.8880949,0,Yes
Purples,1,399.3594194,55652.19608,Social,133.1198065,No,418.060975,Yes,Female,After_16:00,0.771428545,0.321912176,800.6281408,2.367788726,76.82095596,3.93,6070,23.98689929,432.985099,5046.579948,53378.6749,Yes,174774.9788,20.808294,106.0111038,5.037878617,17864.00268,70,30-45,2,684.3803042,11,Car,Services_or_Retail,505.7752352,0,Yes
Khakis,10,615.2865075,196809.6198,Financial,205.0955025,Yes,959.5998809,No,Female,After_16:00,,0.489555436,996.2123213,2.286025884,10.98316,10.705,5295,70.5553761,900.1008396,11396.20049,110093.1529,Yes,920831.9314,30.00168061,755.491694,51.10592903,42279.26065,60,Below_30,3,1379.352651,11,Public_or_other,Services_or_Retail,946.6038149,0,No
Blues,1,1315.285204,180699.6908,Education,438.4284015,No,412.1532505,Yes,Female,After_16:00,0.953552561,0.097338894,588.823633,7.340082629,7.731814659,4.724,9276,74.1819337,219.5629415,4560.658388,37952.61026,Yes,169870.3019,14.81765641,305.0412672,56.34695692,192667.8916,100,30-45,2,529.7126177,14,Foot_or_bicycle,Industry_or_other,581.7812907,0,Yes
Purples,8,354.0802508,43918.51682,Financial,118.0267503,Yes,372.106465,Yes,Male,After_16:00,0.742196542,0.834763553,540.782972,5.168972947,35.56170424,5.927,4073,37.7936319,435.0172267,4591.099103,53007.36419,Maybe,138463.2213,20.85706659,144.4047718,30.97575796,14058.34053,60,45_and_up,1,686.9908494,9,Public_or_other,Hightech,516.5293978,0,Yes
Browns,8,131.1218228,22063.76358,Education,43.70727427,Yes,504.8075852,No,Female,By_16:00,0.2177497,0.428239316,970.6688181,2.621119684,60.75336956,0.229,9771,82.38623943,424.7929857,5897.661823,53519.5522,Yes,254830.6981,20.61050668,79.00608191,51.68493057,1964.033098,100,45_and_up,3,670.9332367,9,Public_or_other,Industry_or_other,476.2775821,0,No
Turquoises,6,751.1888253,232116.4081,Education,250.3962751,Yes,926.9962505,No,Male,By_16:00,0.413900394,0.355019111,653.2371731,2.317647154,0.225092052,9.211,6789,17.26246073,977.8696642,11225.70183,115824.185,Maybe,859322.0485,31.27090763,782.7037011,79.32289632,62958.69085,100,30-45,2,1447.470924,15,Motorcycle_or_truck,Services_or_Retail,949.3772022,0,No
Whites,3,927.5888076,158180.9966,Financial,309.1962692,No,511.5876626,No,Male,After_16:00,0.989565826,0.737076798,297.3476003,3.654590636,90.87837695,6.174,3826,54.10219256,443.7228458,6003.322317,55835.87129,Yes,261721.9365,21.0647299,57.78410422,58.24156804,95921.52916,60,Below_30,0,703.575705,6,Motorcycle_or_truck,Services_or_Retail,506.1327552,3,Yes
Purples,6,100.3890864,15151.33313,Education,33.46302879,No,452.7782954,Yes,Female,,0.806241901,0.861612007,127.8897589,8.564555414,58.49679362,6.756,3244,21.9898104,505.161765,5538.106484,59381.48492,Maybe,205008.1848,22.47580399,48.53241176,99.8123057,1163.237324,100,30-45,3,744.9519549,12,Car,Public_Sector,490.0570736,1,No
Blues,,1080.884008,272167.2941,Education,360.2946692,Yes,755.4019454,No,Female,By_16:00,0.113903428,0.158501449,652.5116432,7.084064339,93.7930045,8.091,5909,21.60279932,,9044.483509,75084.17155,Maybe,570632.0992,27.29893821,523.7416204,27.47497815,130182.5433,100,45_and_up,2,803.2876343,12,Car,Hightech,114.0772304,0,
Browns,6,489.7695385,55253.36451,Environment,163.2565128,No,338.4450859,Yes,Female,By_16:00,0.186592549,0.502724739,220.2439506,3.34438914,51.13178047,4.847,5153,33.47877066,401.741603,4187.934065,47724.45681,Yes,114545.0762,20.04349278,202.5262139,48.00315599,26825.9455,90,Below_30,0,609.1415623,8,Public_or_other,Hightech,427.459222,1,No
Browns,10,229.4461855,22999.30297,Education,76.48206184,No,300.7149967,Yes,Male,After_16:00,0.748896199,0.599426073,39.85821875,8.058508134,13.42928666,6.894,3106,44.55420135,360.7075605,3728.565088,42807.13522,No,90429.50925,18.99230267,269.2743292,90.39971069,5935.987845,100,30-45,4,546.8469005,9,Car,Student_or_Unemployed,384.2771927,8,Yes
Violets,7,306.3843385,63522.70882,Financial,102.1281128,Yes,621.9904301,No,Male,After_16:00,0.512296885,0.033021486,465.6073325,3.38913213,84.49323194,6.53,9470,1.930376515,645.0656488,7510.035598,73787.91484,Maybe,386872.0951,25.39814262,189.5998287,31.74141974,10542.27954,60,30-45,0,895.1239014,9,Motorcycle_or_truck,Public_Sector,504.7315491,0,Yes
Khakis,9,349.0945034,100137.281,Environment,116.3648345,No,860.5458983,No,Female,After_16:00,0.5885696,0.390977646,159.5663095,3.531390645,24.75404865,7.098,8902,25.72331913,563.2827715,9732.024526,73762.29686,Maybe,740539.2431,23.73357899,382.7368865,61.0623427,13667.13954,90,Below_30,1,898.8872336,12,Motorcycle_or_truck,Student_or_Unemployed,611.7562988,0,No
Turquoises,1,291.4346981,87456.19707,Education,97.14489937,No,900.2654554,No,Female,After_16:00,0.703241356,0.845135455,227.2125345,7.110485381,79.77325066,7.724,8276,32.00324257,905.9315212,10814.5176,108607.9946,No,810477.8901,30.09869634,699.6498007,26.8515337,9544.276373,100,30-45,1,1358.168396,15,Public_or_other,Services_or_Retail,905.6069637,1,Yes
Reds,3,446.9726883,94337.38045,Foreign_Affairs,148.9908961,No,633.1754685,No,Male,After_16:00,0.264473842,0.231408007,772.6758192,,17.84097294,7.273,4727,48.98382786,464.800656,,,No,400911.1739,21.55923598,155.7756377,79.19978125,22357.27802,40,45_and_up,2,768.0089706,10,Public_or_other,Public_Sector,572.7416667,2,Yes
Purples,9,103.2443354,15149.92559,Education,34.41477846,Yes,440.2156942,Yes,Female,After_16:00,0.738813362,0.87114699,959.0671216,6.878166788,52.9449695,2.395,7605,88.90006384,488.3745388,5378.906019,60990.99869,No,193789.8574,22.0991977,141.4905985,88.79681407,1228.791755,100,45_and_up,2,797.4144976,16,Public_or_other,Industry_or_other,627.7116865,0,No
Greys,1,529.4123476,92369.25535,Military,176.4707825,Yes,523.425204,No,Female,After_16:00,0.606502566,0.030939845,247.223774,4.235983812,5.037285481,7.174,,80.89008057,384.490313,6003.232666,50991.32814,Yes,273973.9442,19.60842454,118.0821639,98.66686324,31328.40787,30,30-45,0,644.7723812,7,Public_or_other,Public_Sector,492.7771582,1,Yes
Greys,10,764.361599,147732.9,Foreign_Affairs,254.7871997,No,579.8285791,No,Male,After_16:00,0.515715524,0.113194403,193.8945104,9.434372187,86.30699974,3.467,8533,84.49527679,445.6771024,6689.639996,56289.75716,Yes,,21.11106588,101.5264515,58.04175683,65181.30431,40,30-45,3,693.4075354,10,Public_or_other,Industry_or_other,468.6305705,0,No
Greens,4,89.82197958,8177.23364,Environment,29.94065986,No,273.1146768,Yes,Male,After_16:00,0.263154019,0.925264833,18.70935457,7.888175773,83.69733279,0.823,9177,89.15460487,508.6160286,3748.378825,60750.03805,No,74591.62667,22.55251712,283.8427345,14.65174751,936.3837727,90,45_and_up,1,820.2355947,11,Public_or_other,Student_or_Unemployed,670.3394026,0,Yes
Purples,8,30.38334341,4521.494725,Healthcare,10.12778114,No,446.4447507,Yes,Female,After_16:00,0.844417166,0.589073901,210.2708158,6.3366072,73.48553517,6.659,3341,24.36377259,374.5816157,5213.610738,47430.83016,Yes,199312.9154,19.35411108,153.594473,63.11785216,122.6997319,80,30-45,3,596.4361932,11,Motorcycle_or_truck,Industry_or_other,429.336528,0,Yes
Khakis,10,506.4295052,161327.9739,Healthcare,168.8098351,Yes,955.6787604,No,Female,After_16:00,0.563364394,0.7199281,467.4258274,4.678747298,37.33718141,10.491,5509,10.91461657,941.2708111,11439.32923,114535.9376,Yes,913321.8931,30.68013708,807.3599138,78.51636787,28675.57025,80,45_and_up,3,1442.444948,12,Car,Hightech,999.4666845,0,No
Khakis,1,750.0732138,160743.6282,Financial,250.0244046,No,642.9117528,No,Female,By_16:00,0.123760792,0.302493975,778.8022326,2.190327561,47.65587065,11.733,4267,49.91068556,571.7998953,7572.717318,78557.8783,No,413335.5219,23.91233772,478.9851804,77.25789708,62772.2273,60,45_and_up,2,1054.658622,12,Foot_or_bicycle,Services_or_Retail,951.4950819,2,Yes
Greens,9,190.167428,19289.32881,Education,63.38914268,No,304.3002002,Yes,Female,By_16:00,0.857670343,,278.4824965,3.392187553,32.98013818,6.73,3270,3.664992121,507.959812,4058.921626,61050.1625,Yes,92598.61182,22.5379638,254.5726509,80.75106035,4091.572552,100,45_and_up,1,818.9041582,13,Public_or_other,Services_or_Retail,662.6206147,4,No
Whites,6,53.56386378,8721.153675,Environment,17.85462126,Yes,488.4535801,Yes,Male,By_16:00,0.157602549,0.072729019,366.9858361,2.215421365,58.91239524,4.035,5965,52.91806222,468.2368698,5821.009541,55824.22307,No,238586.8999,21.63878162,71.0884124,92.15220716,346.6421215,90,45_and_up,0,688.988163,10,Motorcycle_or_truck,Industry_or_other,437.4592443,0,Yes
Khakis,5,414.501804,128169.1317,Social,138.167268,No,927.6374469,No,Female,After_16:00,0.107530829,0.385486425,219.5770931,4.392442359,0.04013842,12.042,3958,25.66217531,854.8768268,10986.12812,104009.1377,Yes,860511.233,29.23827674,663.7659535,79.50584677,19238.36122,70,45_and_up,2,1293.656258,11,Public_or_other,Hightech,863.0067394,0,No
Browns,8,105.6297152,18301.31101,Social,35.20990508,No,519.777346,No,Female,After_16:00,0.610588632,0.26940656,346.2025563,0.887819256,95.88558022,4.455,5545,18.31485881,473.9631364,6145.699733,57224.48843,Maybe,270168.4894,21.77069444,55.40564432,83.31309848,1284.947321,70,45_and_up,3,706.1798321,6,Foot_or_bicycle,Student_or_Unemployed,455.2705495,0,No
Greens,2,144.3069835,15900.32322,Healthcare,48.10232784,No,330.552053,Yes,Male,After_16:00,0.589613991,0.088241485,16.430513,8.320239044,82.8078443,4.127,5873,68.65799262,527.1263759,4359.773281,62339.22799,No,109264.6597,22.95923291,216.865015,13.69093412,2371.936271,80,45_and_up,1,823.7674875,13,Motorcycle_or_truck,Services_or_Retail,632.5970878,0,No
Blues,10,2126.670935,487975.0623,Financial,708.8903118,No,688.3646937,No,Female,After_16:00,0.868652098,0.550107824,233.9076258,1.185926273,20.63676503,6.491,7509,41.3662239,73.21120915,7030.069355,29537.44358,Yes,473845.9515,8.556354899,466.9715988,11.69917104,503244.3644,60,30-45,2,395.1254066,10,Public_or_other,Industry_or_other,520.7976981,0,Yes
Khakis,10,361.372769,102800.7807,Financial,120.4575897,Yes,853.4188751,No,Female,After_16:00,0.667243187,0.852069592,273.7758241,2.004464229,65.96369368,7.164,8836,37.65456981,798.4079178,10131.00459,101190.1188,Yes,728323.7763,28.25611293,675.0795409,63.169002,14640.4885,60,30-45,2,1299.764764,11,Public_or_other,Industry_or_other,991.7115006,1,No
Greens,3,920.0664475,88824.21867,Healthcare,306.6888158,Yes,289.6232731,Yes,Male,By_16:00,0.848127922,0.657603996,621.658111,2.064814831,27.30513206,1.73,8270,91.86209086,500.4574547,3897.14764,59752.94046,Yes,83881.64033,22.37090643,254.4684933,51.5013766,94374.71857,80,Below_30,0,800.9555244,14,Car,Student_or_Unemployed,,1,No
Oranges,5,813.9476925,81289.88787,Other,271.3158975,Yes,299.6134345,Yes,Male,After_16:00,0.197989693,0.557532138,470.3278323,0.112220771,21.2046107,6.098,5902,30.47763559,399.2244161,3794.583177,53990.83328,Maybe,89768.21011,19.98060099,326.5789425,21.76083513,73893.63212,50,45_and_up,3,757.9470486,11,Car,Services_or_Retail,737.3674614,0,No
Whites,1,415.5375716,34615.26262,Financial,138.5125239,No,249.9070962,Yes,Female,After_16:00,0.020302048,0.753968293,671.4811132,2.306381667,1.81378359,3.798,6202,35.12023957,247.9844593,2995.03988,35184.34067,No,62453.55672,15.74752232,355.4786293,57.86366337,19334.23179,60,30-45,2,489.4194033,6,Foot_or_bicycle,Services_or_Retail,482.4853607,0,Yes
Khakis,7,567.5497172,160310.5121,Financial,189.1832391,Yes,847.3822146,No,Male,By_16:00,0.017856888,0.923570174,691.3533271,6.731807585,38.08913406,11.088,4912,15.61203795,775.2494715,10024.32109,95261.78904,Yes,,27.84330209,546.0578652,45.44848551,35989.48119,60,45_and_up,3,1191.94826,9,Foot_or_bicycle,Industry_or_other,818.9710292,1,No
Browns,4,166.3973776,17679.03802,Financial,55.46579255,Yes,318.7376797,Yes,Female,After_16:00,0.2024227,0.562281273,670.852833,1.603106405,92.99164696,1.145,8855,71.05981503,390.4178202,3968.212437,45991.55945,Maybe,101593.7085,19.7589934,231.7051238,24.68704584,3141.919935,60,45_and_up,3,586.2844426,5,Car,Services_or_Retail,406.0692729,1,Yes
Greens,9,302.5117181,27443.47802,Education,100.8372394,No,272.1561814,Yes,Male,After_16:00,0.404943683,0.198013832,180.2715282,4.018472726,29.5889786,6.738,3262,79.2599705,500.7744695,3723.110753,59124.07524,Yes,74068.9871,22.37799074,261.1561184,65.96872951,10278.98609,100,30-45,1,791.7270449,12,Public_or_other,Student_or_Unemployed,627.6288084,1,Yes
Pinks,1,138.4382911,32315.75009,Environment,46.14609703,No,700.2921627,No,Female,By_16:00,0.40750499,0.037507785,656.9388541,7.272007666,83.04366705,6.957,3043,79.75551258,643.0873064,8289.096239,74365.69827,No,490409.1131,25.35916612,247.0584707,24.09825816,2185.608368,90,Below_30,1,888.2370746,10,Motorcycle_or_truck,Public_Sector,478.8585652,0,No
Greys,3,154.3887274,29502.94363,Foreign_Affairs,51.46290915,Yes,573.2855783,No,Female,After_16:00,0.670767867,0.981667996,342.5817606,,73.63515797,5.196,6804,3.446383704,513.1336584,6759.1231,62219.07375,No,328656.3543,22.65245369,74.52929119,,2709.893927,40,45_and_up,4,767.4646385,10,Motorcycle_or_truck,Public_Sector,496.6315762,1,Yes
Purples,6,,10257.61613,Social,24.12086652,No,425.2590232,Yes,Female,By_16:00,0.214426337,0.805216702,836.3172056,0.604195916,13.22385764,4.896,5104,37.74627226,,5033.097777,50256.10919,No,180845.2368,19.75484174,133.4463243,83.6357011,615.937068,70,Below_30,4,650.415254,11,Public_or_other,Public_Sector,513.3219132,0,No
Khakis,6,214.8835911,65462.12198,Social,71.6278637,Yes,913.9197876,No,Male,By_16:00,0.000116318,0.343286401,54.94963541,2.063770585,88.04509493,7.509,8491,63.87449948,,10427.24031,88778.9904,Maybe,835249.3782,25.37757313,624.1330482,64.98157103,5212.178722,70,Below_30,3,1143.199261,12,Motorcycle_or_truck,Public_Sector,944.376372,1,No
Pinks,2,37.69707464,8679.505459,Education,12.56569155,No,690.7304247,No,Male,By_16:00,0.063295326,0.191429903,53.42587805,5.424151865,37.00893533,0.964,9036,61.03705857,645.1702224,8197.644692,,Maybe,477108.5197,25.40020123,240.9317686,73.14093586,180.4622956,100,30-45,3,887.52349,9,Foot_or_bicycle,Hightech,475.5944947,0,Yes
Reds,1,286.57467,40298.52285,Foreign_Affairs,95.52489,No,421.8641116,Yes,Female,After_16:00,0.027042824,0.862016053,471.5213871,8.6587826,38.72166811,2.51,9490,92.53952303,517.728541,5254.098198,63082.27733,Yes,177969.3286,22.75364896,152.7925888,25.27742225,9230.5295,40,Below_30,3,823.1921883,7,Car,Student_or_Unemployed,630.1001805,1,Yes
Purples,8,1000.859204,155571.0799,Environment,333.6197345,Yes,466.3125824,Yes,Male,By_16:00,0.061147427,0.242948486,527.5343237,8.956805959,2.576355124,2.405,7595,38.23197503,360.9482207,5385.022266,46773.22924,Maybe,217447.4245,18.99863734,157.7816451,35.98681819,111645.747,90,Below_30,1,588.2250414,13,Public_or_other,Public_Sector,433.4807689,1,No
Reds,4,501.6973929,83308.831,,167.2324643,Yes,498.1618333,Yes,Male,After_16:00,0.962754609,0.539513704,97.41091845,3.565550083,95.8190006,6.501,5499,12.07308227,518.9606875,6019.539708,64686.33412,Maybe,248165.2121,22.78070867,140.4598605,93.71307599,28143.92958,50,45_and_up,1,836.4618446,9,Car,Industry_or_other,639.1620849,0,No
Purples,3,344.2585513,52551.89323,Education,114.7528504,Yes,457.9571926,Yes,Female,By_16:00,0.91679723,0.795304155,833.2909562,6.606083708,69.0033996,6.942,3058,52.70283655,482.8129358,5545.197798,58603.50143,No,209724.7903,21.97300471,54.5100455,31.57661599,13292.96953,100,Below_30,0,745.3968027,16,Public_or_other,Services_or_Retail,530.1388824,1,Yes
Khakis,8,418.4720241,124359.1885,Social,139.4906747,No,891.5233137,No,Female,After_16:00,0.234967165,0.064293409,699.4909386,3.916188246,17.62463343,9.45,6550,75.4817948,740.9472142,10397.12757,94090.92996,Yes,794813.8188,27.22034559,580.6839313,13.93891703,19607.139,70,45_and_up,3,1183.379965,9,Motorcycle_or_truck,,854.7502824,1,No
Blues,1,1727.287714,379788.8707,Environment,575.7625715,No,659.6275782,No,Male,By_16:00,0.501079356,0.236005207,169.4238151,7.339038944,92.00322696,9.823,4177,89.92223598,475.892327,7548.060436,51877.88084,No,435108.542,21.8149565,419.5700052,3.260727623,332088.3013,90,,1,550.6316315,11,Public_or_other,Hightech,112.7315587,0,Yes
Yellows,5,919.6460255,82779.89203,Healthcare,,Yes,270.0383291,Yes,Male,After_16:00,0.64178599,0.952771433,679.0895942,2.408273306,27.4546742,9.881,4119,91.384933,338.5653664,3377.514024,40990.05686,Yes,72920.69919,18.40014582,296.6063377,10.96415275,,80,45_and_up,3,534.1947487,12,Motorcycle_or_truck,Hightech,404.9641722,0,Yes
Reds,4,293.5461773,38198.31103,Foreign_Affairs,97.84872577,Yes,390.3812822,Yes,Female,After_16:00,0.436723084,0.422580217,961.5108997,7.082534907,88.14749462,8.073,3927,98.02591146,495.033309,4893.87944,60208.49858,No,152397.5455,22.24934401,153.5179914,76.17583307,9682.221861,40,Below_30,3,788.2496729,6,Motorcycle_or_truck,Services_or_Retail,607.3631331,0,Yes
Khakis,3,842.2229051,245350.9125,Environment,280.7409684,No,873.9405365,No,Male,After_16:00,0.596651451,0.691883399,13.4827795,2.178687553,43.48603045,10.802,5198,17.96051362,775.4025521,10290.21047,98134.83761,Maybe,763772.0613,27.84605092,628.6651221,82.98974775,79106.23229,90,Below_30,3,1247.118184,15,Car,Services_or_Retail,923.723666,0,No
